Country,State,City,Coordinates,Descriptions,Havens count,Place type,image
Croatia,,Brac,"43.3272° N, 16.6348° E","Discover the island of Brač, famous for its iconic Zlatni Rat beach, charming villages, and rich cultural heritage. Enjoy windsurfing, hiking, and authentic island life...",50+ Havens,Top Destination,/images/Brac.jpg
Croatia,,Split,"43.5081° N, 16.4402° E","Delve into the vibrant heart of Split, where ancient Roman ruins meet modern city life. Wander through the historic Diocletian's Palace, bustling markets, and charming waterfront...",,Top Destination,/images/Split.jpg
Croatia,,Dubrovnik,"42.6507° N, 18.0944° E","Immerse yourself in the ancient beauty of Dubrovnik, a UNESCO World Heritage site with stunning architecture, crystal-clear waters, and a rich history within its city walls...",,Top Destination,/images/Dubrovnik.jpg
Croatia,,Hvar,"43.1540° N, 16.6528° E","Experience the glamour of Hvar, a sun-soaked island boasting a vibrant nightlife, lush vineyards, and a picturesque historic town. Indulge in relaxation and luxury...",25+ Havens,Top Destination,/images/Hvar.jpg
Croatia,,Zadar,"44.1194° N, 15.2314° E","Experience the historic charm of Zadar, with its Roman ruins, medieval churches, and innovative modern attractions. Marvel at the Sea Organ and Sun Salutation amidst stunning sunsets...",5+ Havens,Top Destination,/images/Zadar.jpg
Croatia,,Vis,"43.0609° N, 16.1897° E","Uncover the unspoiled beauty of Vis, a secluded island paradise with crystal-clear waters, hidden beaches, and a rich history. Immerse yourself in tranquility and authentic island culture...",,Top Destination,/images/Vis.jpg
Croatia,,Istria County,"45.2426° N, 13.9369° E","Explore Istria County, a captivating blend of Mediterranean charm, medieval towns, and pristine coastline. Savor exquisite cuisine, truffles, and local wines in this diverse region...",250+ Havens,Top Destination,/images/Istria County.jpg
Czechia,,,,"Stroll along Prague’s Charles Bridge and marvel at the city’s burnt sienna color palette, cobblestone streets, and gothic architecture. Enjoy a Pilsner in Pilsen or the mineral hot springs in Czechia’s Spa Triangle…",,1 Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3FHUWJoUUJTNFVLVzRNakdZd2syNWcveFNGZVRWbUlqcUE3SkZqV0Vld1JfVDNDTDJzMUZqdm5MSlFDbHBici03ZE1VRHFiVFRYdXZ2ZnBJZEhHZERwMGprZFFKcnZzUEdBQWJGMGYxZk5PUl92RjFESjVIVGtnYzlza0JIeUNGZlUvOGozM2V3ampSdEhld3oxVUZObldaS3pWb1N4c0RFcmFDZFJfQUU0c2o5SQ=="
Czechia,,Prague,"50.0755° N, 14.4378° E","Wander through the enchanting streets of Prague, a city of Gothic spires, historic bridges, and vibrant culture. Experience the magic of this UNESCO World Heritage site...",,Top Destination,/images/Prague.jpg
Denmark,,,,"The home of “hygge,” Denmark’s lifestyle is synonymous with contentment. Bike along Copenhagen’s canals, and pick up a flaky Danish pastry on your way to the lush Tivoli Gardens...",10+ Havens,1 Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1dDWE12SlZFSGNyQzVMdmpURXBuRGcvclJkVUFSeGVGRHpnczRTaUJsMXJSSjRaT2F3VnhLTF9DWUV2Z3hDbjhEanZEbEFtOU1lWEZpclM4VkdfbmxaV1pEVUQtcE5ZS3FFUENOR2VjZmdVMGVUekZia2hxWDlkb1ItdjlCcl9URkkvaWRzZWt6RGVOYVNDY2JGSW9RN0NqYWkzRzJYNHR6Rng1cmIxelV1TlowOA=="
Denmark,,Copenhagen,"55.6761° N, 12.5683° E","Explore a city of colorful charm, cycle through picturesque streets, and embrace Danish design and hygge in the vibrant capital…",10+ Havens,Top Destination,/images/Copenhagen.jpg
Finland,,,,"Dubbed the world’s happiest country, Finland’s secret might be its love of saunas. Discover lakeside cabins awash in the Northern Lights, Lapland retreats near Santa’s home, and sleek havens in Helsinki…",10+ Havens,1 Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0JVd3dza19TN0o3aUtNcl9ZeDY4WlEvUmh1MklZbm5QRzBhUENyczlGaURhMVlFc1ZQMWNkQkctNzBVNVRfZVpneE9FVXB1RE9IQVhScHNpV1VHSGtxSzd2d3R2dWN4NTNFcmlQOVlaMmk5bW45cGt3UFk2TlVOVE0zd1lRbWwxZjgvMkxrRmJYMkwwMXZkR3ZkMVlkUzJkalFsaG5UVm1mSFhiRVlCamMzOU9jOA=="
Finland,,Lapland,"66.4970° N, 25.7247° E","Experience the magic of the Arctic, witness the Northern Lights, and meet reindeer in this breathtaking winter wonderland…",5+ Havens,Top Destination,/images/Lapland.jpg
France,,,,"From the fragrant lavender fields of Provence and the sun-kissed villas of the Côte d'Azur to storybook alpine chalets, ornate Parisian retreats, and historic vineyard châteaux, find your haven in France and live in a dream...",1500+ Havens,13 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL05KMEVkSEJxVVp2VGN4MWg5WXZhZ1EvMGNzc1FteWRiTWRfb05wMWNFcU00Q1JJUFR2aE9aZnc3QXpkanFWZjdBN2Q1TzhiTEpWRC1EMzhGeEtMTnJEd09VSFlDU1lTNVNGaGhXOGZsVHVaOURvdW8yeWNqOUN4YjBkOXFhUDNDaVkvQV8yYkROYm94cU9Wc1RiWlUyZVpqOXJLOFptX3VRc3BJQmEtU1dpVVkwSQ=="
France,,Alsace,"48.3182° N, 7.4416° E","Nestled between the Rhine and the Vosges mountains, Alsace is a Bavarian wonderland. Collect treats at Christmas markets, boat through Colmar’s canals, or marvel at the Wine Route unfurling before you…",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL21HZjF3TlBxU0F2bEhjMjBfeFIzQ3cvVmJrLXRyQkF0OGYyNHR6Q3RkQll6cXdPOHV6LVFsdWp2WlBRNUN1ZFFFTlVCcHo2ZHJSV00zajczZnYwNEx3dGRwVTJPVEYweWQ3SXdmMnNPWk1QdlhtdFVlbWNqeWFvWEMzeUpGZ1VwMlEvRnZnQXU3eTZaUFB5SHpEbThUMlJOalNza25STmg4Ym5CNTQyczk4TXoyTQ=="
France,,Avignon,"43.9493° N, 4.8055° E","Just three hours south of Paris, Avignon’s history beckons. Discover the Palace of the Popes, one of the world’s largest Gothic structures, or the Avignon Bridge, extending only halfway through the Rhône River…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2xyZDlUeWpUdXg0NDkyRFJqZ2FpRmcvUnNRQ2VHdFdqcGRFUFlvMDBkWTE3SnNUOWk2TDk1NWstVjNlb0ZTZUR1RTliVzJ1bm10VVFJcHJRTnlNOUswWWFmbXFhMDZxZWVGVERRb2FGRTBudEl3bEVNVXNQa3dHNXhTSnBkZ01WQk0vVHhtaktKU2tYLVlUZW8waFl3aDVNSEFLeHNPM19zYXhDU0NHT2ZlWnkwQQ=="
France,,Brittany,"48.2020° N, 2.9326° W","Known for Carnac’s mysterious megaliths, this rugged peninsula boasts deep forests and dreamy beaches. Savor oysters & local cider, explore island castles, or tackle the dramatic GR 34 coastal hike…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzU1aTVhOWwzcFBnS0VReWxtLXJnb3cvS0Z3Y3NMTUNhQkVNY2dwSHdiWUJLVldGYy1ydzRITzViSGhLR3VZU2ZTUW5hSkxVYUJyT084QXJ1c0owSThVekJYaXVpMHE3Z1RiY0xqeVNfUzNjUnVocnR5Y0Y3WGhCYUVGZU1tRjh5eVkvTzFzb3ozRXpQczNiQmVJOXA1VkZMZ09YZ2VuY2JpcV9qQ2lWSUR2NXZuUQ=="
France,,Burgundy,"47.0233° N, 4.4575° E","Although its wines are the draw, Burgundy’s charm is widespread. Discover cafes spilling onto cobblestone streets, hilltop villages with medieval spires, and farms touting truffles & creamy cheeses…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLy10T2JLSzVoVG45eEE0R2kwdFNTbGcvV1p1VDZZTHYwbFEzWjNfd245aHNUOFlBX0llMG9BUVVBNVFfLUNNSmhzM2pPU3J6azN5LVB6eDdvc3ItNEM3SWEzZ0ZPMkV4elQ0THhxMTJxVEsxWkRjUDB6czNpOUhFLWM0Zk1hOXNWYlkvamdwdnJxWnFfNU44dEtfTnVYelNWTWlZVU1yUTZOTmhmVU1DUGRIcjVyRQ=="
France,,Corsica,"42.0396° N, 9.0129° E","From the laid-back luxury of Calvi to the clifftop town of Montemaggiore, Corsica offers a stunning blend of French and Italian influences. Hike the island’s mountainous terrain or dolphin watch at a nature reserve...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2RyV3d3ano0bEdsdDdsMUtqblVCWmcvUGJ3OHA1ZGlZMER3VmN4WnRNV0xGTDUyRVF4RTZGc3IxSG5GSnQtTU9UNGh3RjNrTG5TeEdvcU92WmgxbXNNd0lSVHlRakRvZUJ1SFhuMExOMk1fMFdMOGc0bmRqcDNDRzlJNEh1eTF2TGcvQk0xTHBBYzBrSkFuSGZkV0lTeHU4NnYyRkpBM1dncGJyQWRReVFvY1Vsdw=="
France,,Cote d’Azur,"43.7384° N, 7.4246° E","If ever there’s a place to splurge, the Côte D'Azur is it. From seaside delicacies in Nice & hillside villas in Èze to high-rolling casinos in Cannes & ritzy nightlife in Saint-Tropez, your glamorous getaway awaits…",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3RkSzQybmNPaWhkNFZnalFsRFdzTUEvNGtOVndLM0RNQWFpcm14bnJhcGM0RXhwYV9zWmlWZGxVSUhtNThiNUVmOU43QkNZNDl1OXRPZS0tcTFiTWM3YVh5aFJ4X09FeGo4dE54N0o3c3pkTXd0aXVIRnNPbHlVMGlpaGMwNnBJNlEvWlAwa3lOSzVsdWloWmE0ZkJTSC1peXFZN1VROHgxZ0t0T0F3SU1lajFBOA=="
France,,French Alps,"45.1885° N, 5.7245° E","Featuring iconic Mont Blanc, the French Alps have wildflower hills to hike and snow-laden slopes to ski. From Méribel’s apres-ski scene to Courchevel’s family-friendly vibe, there's a mountain haven for all…",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0JCeHdsT3VpQ1hIb1N5QkVNdTJtN1EvOHZ4V1ctTU1VZkFqSjlWSG5lNm84amNzRjNPSFVrZTJRMFlHbm9pd19VOVYtbUhFYTV3c3ltX1JqOWw5YWJVcXlFYi1tQWdPY2tBemVwZHFKR1AtcFBBWXJBeXFwbEx0NjhhNHlWbkM4LTQvNzhNSUs4cVRkU1BGVDVBMnJxajllWjhjWU5yRWhHcVlXcGEzbDhmV2ZRUQ=="
France,,Loire Valley,"47.4116° N, 0.9844° E","Rolling vineyards, quaint riverboats & fairytale castles—welcome to the Loire Valley. Stroll the gardens at Château de Villandry or wonder at Chartres’ cathedral before unwinding with a crisp white in Sancerre…",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzF5UTNzV0N1U1NEUXRkelFsTGMwNlEvVjZvVHY1TDI1R3cyOEExSDVpNFB5alhVR3Q0N0hPTjdVWWlkT0Zkb1h1czNoVWFzX05HZ1RLM1BzMHJZdHAxSnRNbHl4V0ZwTmpvVlVTRDdBZXpuSWoySUhib3RLa19iVmVBM3pPbUx1MUY2bGU4Vmd3cHY4LTNmeUpFSWg2NVkvTTFUWnpSQXhTTWxjU0tkOXRFM09pSFVpUE43OF9kOHVFY3UydVVoenZ3dw=="
France,,Normandy,"49.5193° N, 0.1169° W","With 370 miles of coast, Normandy is known for its cliff-lined beaches & briny seafood. Historic events like D-Day’s battle & Joan of Arc’s demise, plus Mont-Saint-Michel’s floating abbey, make a lasting impression…",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1EzY20xeEtITFFXWkNZQ3hoQ3habEEvdm1KaFdtSjJQSjFaLXFyTzhtMldGZDdLejNTUVFWT0U1aTFfT1NHSzVTRFdPVFFqMUxrNS1kV1p2bXZoa0RYRFlfb0xsWFo1eVVPb0JNMi01djFibjR2MXFGSllSZzZROHBNRi15YVk4YTAvNWZIMl9kRkkyUENpclF6Rnd1X01tYkpTLUlkRXhlVnQ5TWRybFFhVmdtWQ=="
France,,Nouvelle-Aquitaine,"45.8144° N, 0.4338° W","The largest French region, Nouvelle-Aquitaine boasts Atlantic coast beaches & dramatic Pyrenees peaks. Soak in the culture swilling wine in Cognac & Bordeaux or discovering the charm of medieval castles...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3FQWGRaaDNGY19UMmdJb21rWS1CelEvZ3NkUFZqOUFRcU5ta0VDaTYzUzFhNUY0OXRwb0NXS0ozWE1MY2NPY0VrTFl6OVJ1R25WOWh1ampTcnJOOTVDbktNRjJvbGMwQzVSamNuMEt1RkkxcFlJMHFFMzBWc2VCZ3RqeDNJRVI1blcyQmtQNzRnRE85bjVTOTJwMEFsYnovWU5LZGgyTVlpbm04bUliaEdrZWJyUmVZVHRydkR3bFFYM2ViVmNsUkxwNA=="
France,,Paris,"48.8566° N, 2.3522° E","With the glittering Eiffel Tower, couture avenues & vibrant Tuleries, Paris exudes style. Find your inspiration in the Louvre or strolling beside the Seine before indulging in a romantic Michelin-starred dinner….",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1RpOUpPX010am5JVHB2bC1qQkxDX3cvXzN3RmhmRlMzUnV6cU83MHlVa0s2TzA5Z0Jic3RnUm1tS19VZnBGU0g3RWE3eld4VTR0TVp2N3lqWkNxQVlvczY0QkFQUHMzenoya1ZGUFA0dE5uWERhdmlicm9XWU10TFNnOXJJRUtyUzAvbVhqdGxLZzJsejBWd1psQ1dVYnozT0paUWU1dDN4V29Fd2ZFVGJ2Wjk2VQ=="
France,,Provence,"43.8367° N, 7.0011° E","Provence hosts a delightful array of treasures to be discovered. Picture rose-covered stone cottages in Gordes, undulating lavender fields in Sault, and swaths of sunny beaches near Marseille...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzN4M01TbzE4SG9KRW0xNG1HT1BuWkEvTGhFY01tVGJwcGpHZmVldjYwUmVTNDVWZGVkcU40VmVLU3hsZXp6TS1faHFQMjI5c0I5ZnRLYkJ1S2hDNU1Nc29HOGFHYWRCQUVfYjJGVC1pTW1STHFJYmZuZ0JNWkNvU0NMenlJYVJWa3MvNFgzaGdIRTdfOUZUeDlHRWRIMGJ5M2JGaEFSbjAwdWdCV283cEROT3Jxaw=="
France,,Versailles,"48.8049° N, 2.1204° E","With its grand palace boasting 2,300 rooms, Versailles is synonymous with decadence. Live like royalty in a historic haven & discover sidewalk cafes, markets, and boutiques in the town’s charming center….",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0ZXdWdMbDIxY0dUTS1EdTBSOEQ3T2cvdmV2RHFkRXcxWmNvUXIwdTVTUEdjeTVXbVpyV0Z3MXBCT1N1cEdiMkFCVS1TTWFiOEV4NEJUOWluMkt0R0l1S1dEQld1a0NpNVpaRDFicjJGZ3NFcHJUY1I0cGpBVUYzQWV6eE1VVEs5QjAvVzJRSF9vOXJINjM2VXU5eEplWDZlUnhJZ3NtYzN2QV9kVnJzeV9pUWtkbw=="
Germany,,,,"Oktoberfest’s fanfare and Berlin’s eclectic nightlife bring the party to this culturally rich European hub. Whether touring a castle in the forest or a Bavarian Christmas market, you won't be disappointed...",25+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3k4SHA0MVc2c19LWXJPU3JuZ3dmYkEvamJrRjVDajdZbU1vNXNHaFFGUUNFc3VORTd2WWdXQWYyaGpERGVNejBnX1J4U2hiNmoxYzZabDlPQnB5NnA3WjBVVTBoTkIwU1BVc0RtZVBNaUJLd3JnZUExNjB3R2ZCY1VZa0pCOF9CbXMvY3BiVnJlbkVHelhVZ2p1RmhCX2ZxaXBqdm9RR0tXZVkwYms4eVlzMnZxbw=="
Germany,,Berlin,"52.5200° N, 13.4050° E","Immerse in a city steeped in history, explore iconic landmarks, and revel in a thriving arts and nightlife scene…",25+ Havens,Top Destination,/images/Berlin.jpg
Germany,,Frankfurt,"50.1109° N, 8.6821° E","Discover Germany's financial hub, admire the striking skyline, and explore a rich cultural scene, from museums to cider taverns…",10+ Havens,Top Destination,/images/Frankfurt.jpg
Germany,,Munich,"48.1351° N, 11.5820° E","Experience Bavarian charm, visit world-famous breweries, and wander through enchanting streets steeped in history and culture…",,Top Destination,/images/Munich.jpg
Greece,,,,"Beyond the Olympics and its great philosophers, Greece is famous for its picturesque islands and Athens’ iconic Acropolis. White-washed Cycladic villas overlooking azure seas make dream vacations come true...",1000+ Havens,19 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0JUUXFTNUNJNTFEUkVibjF2WXRoWXcvZXVHbW1VLXAwLTBKWU1VX2Z2VzdYbWtUNVI0TWg1dDltTmR5YjlYVHBrb2V5UlVwZXZiMEMwNmlDdzE5QjNNcmx3OXJDZURMcFkyLTZ0SVNMNGhkX2l1VDJQdWwtbVdKNVlSWXNoTXU1VUUvQkRRTVhBNFZwZkdNdDRyR1I3a3hDUURvUFFVUmJnOUUxc2FFdFVIaFFKNA=="
Greece,,Antiparos,"37.0384° N, 25.1155° E","Whitewashed villas clustered above turquoise coasts beckon guests ashore. And while flowered archways & cobblestone streets evoke a laid-back charm, Antiparos’ lively bars heat up as the sun goes down…",20+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3lTMVhaWkRlbVlpeEdSVW9sb0loWncvVVFyRHlXUTlva2pTVEpzdllpUnJXejRuclplRVp3NTV0NTJZRGlaNWcyNGFLMlNCQzFadGlnMl9LaGRrZGtsV242eTZwVU0xZ29Vd1FERXJPUDN1RDJERnI2T0l2eTd3UDdPQmtfanZCeW5WOTJqRzRFZXZfdVhvRjdueWxMc1EvSzNQNURJZlF5MVU4NkNsWXNGNUNCUTh2NGE5WHE2LXFhbXgwbE01YlJrRQ=="
Greece,,Athens,"37.9838° N, 23.7275° E","The birthplace of democracy, Athens blends ancient history with vibrant modern living. Travel through time at the Acropolis, conjure up Olympic visions at the arena, and explore the city’s eye-popping street art...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1R1UEFSc2RoVllXd2ZpT20xVG1KcGcvd0R1Smwxakx1dW9NbjhkQ1hPc0VKaTZ2QllDdkhhQ0Z6cktVdnF4SVctOHNZZGtWT0JVLWx2eEsxc25qdnNWb1N4aHE5ODQ1bEFCVHlLeTZrOE9BZmMyeFpvMDNfY1BoRDZacFk4SUZiVmsvTDJZWWliOXBBb2ZhYXNnY1FUX2ZaZWJ4dlVnb3RCSHNBN1pUeFhvX0RDYw=="
Greece,,Corfu,"39.6243° N, 19.9217° E","Set on the pristine Ionian Sea, Corfu’s ancient roots draw a crowd. Meander along Old Town’s winding alleys & wonder at a majestic Venetian fort before basking on the isle’s spectacular hidden beaches...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3FfcHZWMHBqdzk3N05kdmZvTFliX2cvcVJVcTd5QlpYbDZGZ21uRFlORGtQZG1yYVUwYjhNc0ZsRjNHTWdHdHlOMGlBNlZYem9XYTlNWGJQNGFMSzdIRThraGpxbVdDYnpTclZPQWV1aWllQ2pQV2dmc1c0WnBiWUpFT0tBaFlGRGcvd0x4a2REdUk1S0w4V0ZOV0tFUG1CY016LXNqSTI1VndfcHpYWnR5WEJVZw=="
Greece,,Crete,"35.2401° N, 24.8093° E","The largest of the Greek isles, mythical Crete welcomes historians and beach goers alike. Discover ancient castles perched on coastal hillsides, soaring vistas atop Mount Ida, or alluring black sand beaches...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2JjelhfOWI5UDgzclFNXzI3ekJEWkEvN1pMSjJxRmY1S0hjUFE1Wk9LNV9ZcVdRR0tLajZENHZKWEV2LWRlRW81YmZxNkN1OV9aMTRkM3dXbHZMUmlLOFhFYU14LTBINzFxTHFrSHpsc1k2OGVPbXpFcmFvYXNLbmFNVTByM3AwWVEveGJqN0I2eklYcXdMUXA3MU9CV05DZHhiZ21UeU51dUJlUFR6cFRxcF9Xdw=="
Greece,,Halkidiki Peninsula,"40.3071° N, 23.7861° E","With finger-like tendrils reaching into the Aegean, the Halkidiki Peninsula is a nature-lover’s oasis. Sprawling beaches and rolling hills surround both quaint towns & bustling resorts, all steeped in the region’s history…",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzJsRE9uMHYtY3FWeWwtb3hOc1dDVGcvcy1fdDNvOXFNWjEydGR4SnNyTjJQM2dIMW9FemdOZXJDd054dmVla3l3WmE5cXM1Q3VJajhPS090aVFvdDkyc2NTMFlzbFVUczhMUUk2REFITDhqSmYybVA1YnZ4WTh5c1JuUUVkbDFuY3J6eVlzTEVQbUxqNG1UWW5sV2RIR0svVEM1LU92VURNbF9sT0tqRHpuQ3k3aXI4SzQ3OHhoellhLW5mOU14YmplUQ=="
Greece,,Hydra,"37.3500° N, 23.4500° E","Part of the Saronic Islands, this isle has hosted movie stars and artists in its charming stone residences. Relax under colorful umbrellas on pebble beaches, delight in waterfront cafes & pet the resident donkeys...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0dNRC1SNmRyYk9DZVB3UTh3ZVhERncvZjBMU1BXTmZxU3kzY0lkVHppb21LV1RVU0RBdlFQdDE5ZS1kbmRSTmJQTkxUdVpwTE5QR3BPcEcxRnJQTzZMX1VUSHBxZUVmM05Bbnk3cGJoMUg3WXBMZHRnRnpocEhjVUhnZG9pTUg5Y1c1VUZOd3RQX2VLMmpDeW5VME84OHIvMmRVTmlWZ2l3SGtMS0JTbkFVRngwREJBbl9wUTRxbTBZY3IwQzRreG5VZw=="
Greece,,Ionian Islands,"38.1920° N, 20.5579° E","Dreamy turquoise bays, castaway white beaches, and quaint hillside villages describe the Ionian Islands off Greece’s western coast. Dive into water sports, hike dramatic cliffs, and savor local seafood eats…",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL05OWktJc19OWWVsUUxVTllFVmFnencvT1pTYUFMRGFUZWV1TWx1aktrS3hqdWVxRzQzRjRiRzNVbEEyTUdSVEZNMkg3NUE5V1otejdkTUNqN3p1ZXowY1dnRGJzSVVFM2xXMHpyWXRIR3hESGN5N0JrMmF1ZnFtMEZLa1h4bU9aRjEwNVkxcVZQM1Qyd2pkendxbDNQQnMvcjgxUU5XQlNfd2xuYUpNUk4zbmswakNVNkl6ckpZWTltV1BqMjZaRy1qSQ=="
